,Ragione sociale,BvD ID number,Codice fiscale,Numero CCIAA,Partita IVA,Indirizzo sede legale,Provincia,Indirizzo sede legale - Codice postale,Indirizzo sede legale - Regione,Sede operativa,Sede operativa - Provincia,Sede operativa - Codice postale,Sede operativa - Regione - Regione,"ATECO 2007
codice",Anno di costituzione,Fondazione,Stato giuridico,Forma giuridica
111.,MYWAI S.R.L.,IT02727730992,02727730992,GE0507044,02727730992,"VIA GIUSEPPE MACAGGI, 23/19",Genova,16121,Liguria,VIA GIUSEPPE MACAGGI 23/19,Genova,16121,LIGURIA,620100,18/02/2021,,Attiva,S.R.L.
112.,TERZADIMENSIONE S.R.L.,IT03852681208,03852681208,BO0551333,03852681208,"VIA ACHILLE GRANDI, 20",Bologna,40026,Emilia-Romagna,VIA ACHILLE GRANDI 20,Bologna,40026,EMILIA-ROMAGNA,234200,12/02/2020,,Attiva,S.R.L.
113.,DENTAL FOUR SRL,IT01836650331,01836650331,PC0195174,01836650331,"VIA DEL COMMERCIO, 1",Piacenza,29022,Emilia-Romagna,,,,,325012,20/01/2022,,Attiva,S.R.L.
114.,MYLAB NUTRITION SOCIETA' A RESPONSABILITA' LIMITATA,IT14602891005,14602891005,RM1533225,14602891005,"VIA MARSALA, 29/H",Roma,00185,Lazio,VIA MARSALA 29 H,Roma,00185,LAZIO,620100,15/01/2018,,Attiva,S.R.L.
115.,BENVENUTO MILANO S.R.L. IN BREVE BE.MI. S.R.L.,IT10753650968,10753650968,MI2554612,10753650968,"VIA ALESSANDRO TADINO, 52",Milano,20124,Lombardia,VIA ALESSANDRO TADINO 52,Milano,20124,LOMBARDIA,561011,25/03/2019,,Attiva,S.R.L.
116.,OLFACTORY INDUSTRY S.R.L.,IT04297690614,04297690614,CE0315196,04297690614,"CSO UMBERTO I, 291",Caserta,81012,Campania,CORSO UMBERTO I 291,Caserta,81012,CAMPANIA,731102,01/02/2018,,Attiva,S.R.L.
117.,SECOND HAND TECHNOLOGY S.R.L.,IT06059730652,06059730652,SA0494256,06059730652,"VIA XVIII GIUGNO, 46",Salerno,84098,Campania,,,,,620100,20/12/2021,,Attiva,S.R.L.
118.,DELIVERY VALLEY S.R.L.,IT11227460968,11227460968,MI2588440,11227460968,"VLE COL DI LANA, 8",Milano,20136,Lombardia,VIA VALTELLINA 10,Milano,20159,LOMBARDIA,561020,10/03/2020,,Attiva,S.R.L.
119.,GLOBAL SOLUTION S.R.L.,IT02689140693,02689140693,CH0411938,02689140693,"VIA DEL MARE, 48",Chieti,66034,Abruzzo,CONTRADA SANTA CROCE 65/A,Chieti,66034,ABRUZZO,289999,04/03/2020,,Attiva,S.R.L.
120.,MOVENZIA.COM S.R.L.,IT12628200011,12628200011,TO1304362,12628200011,"VIA CONFIENZA, 10",Torino,10121,Piemonte,,,,,771100,24/01/2022,,Attiva,S.R.L.
121.,AKENA ITALY S.R.L.,IT03980340131,03980340131,LC0411221,03980340131,"VIA GORIZIA, 51",Lecco,23900,Lombardia,,,,,741010,07/09/2021,,Attiva,S.R.L.
122.,BEVI FRIENDLY TECHNOLOGIES S.R.L.,IT12139270966,12139270966,MI2643789,12139270966,"VLE BIANCA MARIA, 15",Milano,20122,Lombardia,VIA MEDICI 2,Milano,20123,LOMBARDIA,620100,16/12/2021,,Attiva,S.R.L.
123.,PROJECT LAB S.R.L.,IT08982681218,08982681218,NA0999800,08982681218,"VIA GIUSEPPE LURAGHI, SNC",Napoli,80038,Campania,VIA GIUSEPPE LURAGHI SNC,Napoli,80038,CAMPANIA,741010,27/06/2018,,Attiva,S.R.L.
124.,IRONDOM SRL,IT02964020644,02964020644,AV0195599,02964020644,"CSO UMBERTO I, 284",Avellino,83100,Campania,CORSO UMBERTO I 284,Avellino,83100,CAMPANIA,439909,22/01/2018,,Attiva,S.R.L.
125.,ANIMA HOME SOCIETA' A RESPONSABILITA' LIMITATA,IT16220991000,16220991000,RM1642379,16220991000,"PZA TARQUINIA, 5",Roma,00183,Lazio,PIAZZA TARQUINIA 5,Roma,00183,LAZIO,681000,08/06/2021,,Attiva,S.R.L.
126.,AGRIPASTA SRL SOCIETA' BENEFIT,IT04308100983,04308100983,BS0604710,04308100983," ARTIGIANI, 16",Brescia,25021,Lombardia,,,,,620100,03/09/2021,,Attiva,S.R.L.
127.,DRAGO INDUSTRIES S.R.L.,IT03089900645,03089900645,AV0204163,03089900645,"VIA MERCATELLO, 49",Avellino,83025,Campania,VIA MERCATELLO 49,Avellino,83025,CAMPANIA,293209,20/04/2021,,Attiva,S.R.L.
128.,TECNO ESG S.R.L. SOCIETA' BENEFIT,IT09821921211,09821921211,NA1060345,09821921211,"RIV DI CHIAIA, 270",Napoli,80121,Campania,RIVIERA DI CHIAIA 270,Napoli,80121,CAMPANIA,702209,06/07/2021,,Attiva,S.R.L.
129.,100%TURFRECYCLERS S.R.L.,IT02936280342,02936280342,PR0278747,02936280342,"STR CHIESA DI RONCOPASCOLO, 38",Parma,43126,Emilia-Romagna,STRADA CHIESA DI RONCOPASCOLO 38,Parma,43126,EMILIA-ROMAGNA,282999,21/02/2020,,Attiva,S.R.L.
130.,VALUE CHINA S.R.L.,IT11043300968,11043300968,MI2575122,11043300968,"VIA DECEMVIRI, 20",Milano,20137,Lombardia,VIA DECEMVIRI 20,Milano,20137,LOMBARDIA,631200,11/11/2019,,Attiva,S.R.L.
131.,SANGIORGIO S.R.L.,IT02777690997,02777690997,GE0510572,02777690997,"VIA ROMA, 2/42",Genova,16121,Liguria,VIA ROMA 1/10,Genova,16121,LIGURIA,301200,10/11/2021,,Attiva,S.R.L.
132.,CFG ADVISORS S.R.L.,IT16810821005,16810821005,RM1677235,16810821005,"VLE CITTA' D'EUROPA, 679",Roma,00144,Lazio,,,,,620100,21/07/2022,,Attiva,S.R.L.
133.,PETCO SRL,IT10779540961,10779540961,MI2557476,10779540961,"VIA SANTA MARIA VALLE, 5",Milano,20123,Lombardia,VIA SANTA MARIA VALLE 5,Milano,20123,LOMBARDIA,631200,09/04/2019,,Attiva,S.R.L.
134.,INNOVA ELETTRICA SRL,IT11334090963,11334090963,MI2595466,11334090963,"VIA VINCENZO MONTI, 11",Milano,20123,Lombardia,VIA VINCENZO MONTI 11,Milano,20123,LOMBARDIA,432101,07/07/2020,,Attiva,S.R.L.
135.,EKO TRUCK S.R.L.,IT03328420835,03328420835,ME0229625,03328420835,"VIA CALISPERA, 42",Messina,98125,Sicilia,VIA CALISPERA 42,Messina,98125,SICILIA,521010,03/10/2014,,Attiva,S.R.L.
136.,HIPERT SRL,IT03921570366,03921570366,MO0428601,03921570366,"VIA GIUSEPPE CAMPI, 213/B",Modena,41125,Emilia-Romagna,,,,,620909,15/06/2020,,Attiva,S.R.L.
137.,F.F. QUADRO TECNOLOGY S.R.L.,IT04309810614,04309810614,NA1032543,04309810614,"VIA FORIA, 136",Napoli,80137,Campania,,,,,432101,15/03/2018,,Attiva,S.R.L.
138.,AUTOMOTIVE INNOVATION CENTER SRL,IT15302091002,15302091002,RM1581276,15302091002,"VIA TIRSO, 26",Roma,00198,Lazio,VIA TIRSO 26,Roma,00198,LAZIO,291000,23/05/2019,,Attiva,S.R.L.
139.,DESTINATION GUSTO S.R.L.,IT12240480967,12240480967,MI2648842,12240480967,"VLE CARLO ESPINASSE, 163",Milano,20156,Lombardia,VIALE CARLO ESPINASSE 163,Milano,20156,LOMBARDIA,479110,04/02/2022,,Attiva,S.R.L.
140.,ARTIFICIAL INTELLIGENCE FOR SMART MANUFACTURING APPLICATIONS - AISMA S.R.L.,IT11436100967,11436100967,MI2602264,11436100967,"CSO DI PORTA VITTORIA, 28",Milano,20122,Lombardia,CORSO DI PORTA VITTORIA 28,Milano,20122,LOMBARDIA,620100,15/10/2020,,Attiva,S.R.L.
141.,GIEFFE RESEARCH S.R.L.,IT01989650435,01989650435,CB0210224,01989650435,"VIA MOLISE, 20",Campobasso,86042,Molise,VIA MOLISE 20,Campobasso,86042,MOLISE,702209,09/11/2018,,Attiva,S.R.L.
142.,ACCOMPANY SRL,IT10789340964,10789340964,MI2557680,10789340964,"VIA GIACOMO MELLERIO, 3",Milano,20123,Lombardia,,,,,620100,16/04/2019,,Attiva,S.R.L.
143.,ENGREEN SRL,IT15339021006,15339021006,RM1583992,15339021006,"VIA ELIO VITTORINI, 103",Roma,00144,Lazio,,,,,749000,24/06/2019,,Attiva,S.R.L.
144.,CONEXO S.R.L.,IT09936931212,09936931212,NA1069082,09936931212,"VIA CALABRITTO, 20",Napoli,80121,Campania,VIA CALABRITTO 20,Napoli,80121,CAMPANIA,620100,10/01/2022,,Attiva,S.R.L.
145.,ACSOFTWARE S.R.L.,IT03496990791,03496990791,CZ0201298,03496990791,VIA DELLE NAZIONI,Catanzaro,88046,Calabria,VIA DELLE NAZIONI SNC,Catanzaro,88046,CALABRIA,620100,11/04/2016,,Attiva,S.R.L.
146.,DARI ECOMECCANICA S.R.L.,IT05701410655,05701410655,SA0467029,05701410655,"VIA SPIRITO F., 23",Salerno,84020,Campania,VIA DEI CASTAGNETI SNC,Salerno,84069,CAMPANIA,283090,30/03/2018,,Attiva,S.R.L.
147.,JOBTECH S.R.L.,IT10863920962,10863920962,MI2562500,10863920962,"VIA PIETRO PALEOCAPA, 7",Milano,20121,Lombardia,VIA BORROMEI 6,Milano,20123,LOMBARDIA,620100,10/06/2019,,Attiva,S.R.L.
148.,FATTORE UMBRO S.R.L.,IT01669700559,01669700559,TR0352113,01669700559,"VIA GIANNI CAPRONI, 43",Terni,05100,Umbria,VIA GIANNI CAPRONI 43,Terni,05100,UMBRIA,620100,27/05/2021,,Attiva,S.R.L.
149.,DATA ENGINE S.R.L.,IT09251631215,09251631215,NA1019255,09251631215,"VIA C.D.N. ISOLA B3, SNC",Napoli,80143,Campania,CORSO NOVARA 10,Napoli,80143,CAMPANIA,620200,29/05/2019,,Attiva (con procedure di insolvenza),S.R.L.
150.,BE YOU SRL,IT09649481216,09649481216,NA1047631,09649481216,"VLE ANTONIO GRAMSCI, 15",Napoli,80122,Campania,VIALE ANTONIO GRAMSCI 15,Napoli,80122,CAMPANIA,620100,23/12/2020,,Attiva,S.R.L.
151.,PIXORA S.R.L.,IT05867310871,05867310871,CT0441929,05867310871,"VIA RUILIO, 18-20",Catania,95126,Sicilia,,,,,620200,07/09/2021,,Attiva,S.R.L.
152.,METAMOBILITY TECH S.R.L.,IT10907970965,10907970965,MI2565333,10907970965,"VIA FRANCESCO LOMONACO, 15",Milano,20131,Lombardia,VIA FRANCESCO LOMONACO 15,Milano,20131,LOMBARDIA,620100,03/07/2019,,Attiva,S.R.L.
153.,EVO DEVELOPMENT S.R.L.,IT01799660707,01799660707,CB0205240,01799660707,"VIA LUIGI STURZO, 17",Campobasso,86039,Molise,,,,,620100,19/03/2018,,Attiva,S.R.L.
154.,HI-TECH WAREHOUSE S.R.L.,IT06138560658,06138560658,SA0500252,06138560658,"VIA UGO FOSCOLO, 87",Salerno,84010,Campania,,,,,620100,15/11/2022,,Attiva,S.R.L.
155.,BIOLOGIK-SYSTEMS S.R.L.,IT03027060213,03027060213,BZ0225607,03027060213,"VIA GIANNI BRIDA, 4",Bolzano/Bozen,39100,Trentino-Alto Adige/Südtirol,,,,,283090,12/02/2019,,Attiva,S.R.L.
156.,TECHNOLOGICAL GROUP SOLUTIONS SRL,IT02864580424,02864580424,AN0266947,02864580424,"VLE DELLA VITTORIA, 75",Ancona,60035,Marche,,,,,256200,08/09/2020,,Attiva,S.R.L.
157.,NADINE S.R.L.,IT03857570133,03857570133,CO0401949,03857570133,"PZA DEL POPOLO, 1",Como,22100,Lombardia,PIAZZA DEL POPOLO 1,Como,22100,LOMBARDIA,721909,05/09/2019,,Attiva,S.R.L.
158.,BOWLPROS S.R.L.,IT11288080960,11288080960,MI2592068,11288080960,"LGO AUGUSTO, 3",Milano,20122,Lombardia,LARGO AUGUSTO 3,Milano,20122,LOMBARDIA,479110,05/06/2020,,Attiva,S.R.L.
159.,UNITIVA S.R.L.,IT08172641212,08172641212,NA0938997,08172641212,"VIA MEDINA, 40",Napoli,80133,Campania,,,,,620200,18/09/2015,,Attiva,S.R.L.
160.,SICILYADDICT SRL,IT03661990832,03661990832,ME0252493,03661990832,"VIA PROVINCIALE, 23/A",Messina,98070,Sicilia,VIA PROVINCIALE 23/A,Messina,98070,SICILIA,631200,20/04/2021,,Attiva,S.R.L.
161.,TERME INN POPOLI SRL,IT16321081008,16321081008,RM1648900,16321081008,"VIA COLA DI RIENZO, 28",Roma,00192,Lazio,VIA COLA DI RIENZO 28,Roma,00192,LAZIO,204200,14/09/2021,,Attiva,S.R.L.
162.,REDABISSI SRL,IT12009950010,12009950010,TO1257897,12009950010,"VIA VINCENZO VELA, 18",Torino,10128,Piemonte,CORSO VITTORIO EMANUELE II 44,Torino,10123,PIEMONTE,620100,12/12/2018,,Attiva,S.R.L.
163.,COMPUTES GROUP S.R.L.,IT01801720333,01801720333,PC0192404,01801720333,"VIA RINALDO ANCILLOTTI, 8",Piacenza,29122,Emilia-Romagna,VIA RINALDO ANCILLOTTI 8,Piacenza,29122,EMILIA-ROMAGNA,620100,11/03/2020,,Attiva,S.R.L.
164.,RD24 S.R.L.,IT02595310208,02595310208,MN0265141,02595310208,"VIA PRINCIPE AMEDEO DI SAVOIA, 37",Mantova,46100,Lombardia,,,,,466999,12/07/2019,,Attiva,S.R.L.
165.,NEW VISION S.R.L.,IT03846770364,03846770364,MO0422699,03846770364,"STR VIGNOLESE, 19",Modena,41124,Emilia-Romagna,,,,,721100,05/02/2019,,Attiva,S.R.L.
166.,MECCATRONICA S.R.L.,IT02286860685,02286860685,RM1649204,02286860685,"VIA BENEDETTO CROCE, 19",Roma,00142,Lazio,,,,,620100,02/03/2020,,Attiva,S.R.L.
167.,LANATEC S.R.L.,IT03115430211,03115430211,BZ0233370,03115430211,"VIA PIERO AGOSTINI, 2",Bolzano/Bozen,39100,Trentino-Alto Adige/Südtirol,,,,,272000,22/03/2021,,Attiva,S.R.L.
168.,I40SAAS S.R.L.,IT05194620281,05194620281,PD0450325,05194620281,"VIA DELLA CROCE ROSSA, 42",Padova,35129,Veneto,VIA DELLA CROCE ROSSA 42,Padova,35129,VENETO,620100,25/01/2019,,Attiva,S.R.L.
169.,LABS2LIFE S.R.L.,IT11334180962,11334180962,MI2595999,11334180962," VIALE DECUMANO N. 41,41, 41",Milano,20100,Lombardia,VIALE DECUMANO 41,Milano,20157,LOMBARDIA,711220,14/07/2020,,Attiva,S.R.L.
170.,SERRANOVA S.R.L.,IT03699730549,03699730549,PG0307817,03699730549,"STR DEI LOGGI, 53/C",Perugia,06135,Umbria,,,,,721909,05/09/2019,,Attiva,S.R.L.
171.,YEALTH S.R.L.,IT11336980963,11336980963,MI2595661,11336980963,"VIA PIETRO PALEOCAPA, 6",Milano,20121,Lombardia,,,,,631200,15/07/2020,,Attiva,S.R.L.
172.,4 FOOD S.R.L.,IT02948220351,02948220351,RE0327307,02948220351,"VIA GIUSEPPE MAZZINI, 18/1",Reggio nell'Emilia,42020,Emilia-Romagna,,,,,631119,04/11/2021,,Attiva,S.R.L.
173.,OPI GROUP SRL,IT04271770242,04271770242,VI0392312,04271770242,"VIA EUROPA, 45",Vicenza,36033,Veneto,,,,,284100,05/03/2020,,Attiva,S.R.L.
174.,KUIRI SRL,IT11380990967,11380990967,MI2598492,11380990967,"VLE COL DI LANA, 8",Milano,20136,Lombardia,VIALE COL DI LANA 8,Milano,20136,LOMBARDIA,620100,03/09/2020,,Attiva,S.R.L.
175.,AGIC INNOVATION S.R.L. START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL D.L. 24 GENNAIO 2015 N. 3 CONVERTITO IN LEGGE 33/2015,IT15107711002,15107711002,RM1568335,15107711002,"VIA DI CASTEL GIUBILEO, 62",Roma,00138,Lazio,,,,,620100,30/01/2019,,Attiva,S.R.L.
176.,GROWTH CAPITAL S.R.L.,IT10993370963,10993370963,MI2571149,10993370963,"PZA GENERALE ARMANDO DIAZ, 5",Milano,20123,Lombardia,PIAZZA GENERALE ARMANDO DIAZ 5,Milano,20123,LOMBARDIA,702209,03/10/2019,,Attiva,S.R.L.
177.,ALTER ECO DISPOSABLE S.R.L.,IT14688961003,14688961003,RM1538709,14688961003,"VIA LAGO DI ALBANO, 14/C",Roma,00019,Lazio,,,,,172100,12/02/2018,,Attiva,S.R.L.
178.,MR. DOBELINA S.R.L.,IT04324750241,04324750241,VI0396003,04324750241,"VLE TRENTO, 23",Vicenza,36100,Veneto,,,,,107110,08/02/2021,,Attiva,S.R.L.
179.,THINKQUANTUM S.R.L.,IT04346020243,04346020243,VI0397396,04346020243,"VIA DELLA TECNICA, 85",Vicenza,36030,Veneto,VIA DELLA TECNICA 85,Vicenza,36030,VENETO,263029,13/05/2021,,Attiva,S.R.L.
180.,R.M. INNOVATION S.R.L.,IT12529460011,12529460011,TO1297109,12529460011,"VIA CONFIENZA, 10",Torino,10121,Piemonte,,,,,466999,06/07/2021,,Attiva,S.R.L.
181.,PETRHA S.R.L.,IT09506831214,09506831214,NA1037131,09506831214,"VIA CASAMARTINO, 7",Napoli,80017,Campania,VIA CASAMARTINO 7,Napoli,80017,CAMPANIA,620100,26/05/2020,,Attiva,S.R.L.
182.,SQUADRA SOCIETA' A RESPONSABILITA' LIMITATA,IT16456371000,16456371000,RM1658042,16456371000,"VIA LUDOVISI, 45",Roma,00187,Lazio,VIA LUDOVISI 45,Roma,00187,LAZIO,620200,21/12/2021,,Attiva,S.R.L.
183.,FUTURE OF WORK GROUP S.R.L.,IT04452400163,04452400163,MI2713108,04452400163,"VIA FRIULI, 72",Milano,20135,Lombardia,,,,,702209,27/05/2020,,Attiva,S.R.L.
184.,D4NEXT S.P.A.,IT11470340966,11470340966,MI2605280,11470340966,"VIA SAVONA, 19/A",Milano,20144,Lombardia,VIA SAVONA 19 A,Milano,20144,LOMBARDIA,620100,06/11/2020,,Attiva,S.P.A.
185.,SUNGAP S.R.L.,IT07000490487,07000490487,BA0640364,07000490487,"VIA ORFEO MAZZITELLI, 106",Bari,70124,Puglia,VIA MARCO PARTIPILO 38,Bari,70124,PUGLIA,749000,10/02/2020,,Attiva,S.R.L.
186.,ENDEKA SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A. IN FORMA ABBREVIATA ENDEKA SGR S.P.A.,IT11493690967,11493690967,MI2606953,11493690967,"VIA PIETRO PALEOCAPA, 5",Milano,20121,Lombardia,VIA DEGLI OMENONI 2,Milano,20121,LOMBARDIA,663000,03/12/2020,,Attiva,S.P.A.
187.,ZUMBAT HUB S.R.L.,IT10928040962,10928040962,MI2567601,10928040962,"VLE ABRUZZI, 52",Milano,20131,Lombardia,,,,,620100,29/07/2019,,Attiva,S.R.L.
188.,CARTEDIX S.R.L.,IT03038790642,03038790642,SA0505073,03038790642,"VIA ALFREDO CAPONE, 74",Salerno,84134,Campania,,,,,171200,11/12/2019,,Attiva,S.R.L.
189.,UP2YOU SOCIETA' A RESPONSABILITA' LIMITATA SOCIETA' BENEFIT,IT11125070968,11125070968,MI2580803,11125070968,"VIA PIETRO ORSEOLO, 12",Milano,20144,Lombardia,,,,,620100,15/01/2020,,Attiva,S.R.L.
190.,FOURGREEN S.R.L.,IT11347720960,11347720960,MB2596268,11347720960,"VIA SANTUARIO DELLE GRAZIE VECCHIE,",Monza e della Brianza,20900,Lombardia,,,,,721909,21/07/2020,,Attiva,S.R.L.
191.,FDMITALY S.R.L. SOCIETA' BENEFIT,IT03958511200,03958511200,BO0558712,03958511200,"VIA BARBERIA, 14",Bologna,40123,Emilia-Romagna,VIA BARBERIA 14,Bologna,40123,EMILIA-ROMAGNA,749093,15/06/2021,,Attiva,S.R.L.
192.,YELDO SRL,IT11976960960,11976960960,MI2633340,11976960960,"VIA BORGOGNA, 5",Milano,20122,Lombardia,VIA BORGOGNA 5,Milano,20122,LOMBARDIA,702209,02/09/2021,,Attiva,S.R.L.
193.,BITRABI INNOVATION GROUP S.R.L.,IT03809711207,03809711207,BO0548019,03809711207,"VIA PANIGALI, 39",Bologna,40041,Emilia-Romagna,VIA PANIGALI 39,Bologna,40041,EMILIA-ROMAGNA,261109,29/07/2019,,Attiva,S.R.L.
194.,CORBEZZOLI S.R.L.,IT03971361203,03971361203,BO0559805,03971361203,"VIA LIBRO DEL PARADISO, 1",Bologna,40068,Emilia-Romagna,,,,,721100,07/09/2021,,Attiva,S.R.L.
195.,INEXT S.R.L.,IT08661571219,08661571219,NA0975356,08661571219," MILLE, 61",Napoli,80121,Campania,VICO DEL VASTO A CHIAIA 40,Napoli,80132,CAMPANIA,620100,10/05/2017,,Attiva,S.R.L.
196.,RETAILOR MEDIA S.R.L.,IT12942320966,12942320966,MI2693663,12942320966,"VIA FRANCESCO MARIA VERACINI, 9",Milano,20124,Lombardia,,,,,620100,03/05/2023,,Attiva,S.R.L.
197.,ALGAS S.R.L.,IT02867850352,02867850352,RE0320462,02867850352,"VIA DEL VOLONTARIATO, 38/40",Reggio nell'Emilia,42044,Emilia-Romagna,VIA DEL VOLONTARIATO 38/40,Reggio nell'Emilia,42044,EMILIA-ROMAGNA,252900,24/10/2019,,Attiva,S.R.L.
198.,WE CLOUD IT SRL BENEFIT,IT16780661001,16780661001,RM1675654,16780661001,"VLE AVENTINO, 45",Roma,00100,Lazio,,,,,620200,29/06/2022,,Attiva,S.R.L.
199.,RETE RISPARMIO ENERGIA S.R.L. SOCIETA' BENEFIT,IT04575110160,04575110160,BG0473362,04575110160,"VIA NAZARIO SAURO, 40",Bergamo,24069,Lombardia,,,,,749093,17/01/2022,,Attiva,S.R.L.
200.,ASSIBRO S.R.L.,IT01860480936,01860480936,PN0351693,01860480936,"VIA ROVEREDO, 20",Pordenone,33170,Friuli-Venezia Giulia,VIA ROVEREDO 20/B,Pordenone,33170,FRIULI-VENEZIA,662201,06/02/2019,,Attiva,S.R.L.
201.,CAPOBRANCO PROJECT - S.R.L.,IT05679690650,05679690650,SA0465226,05679690650,"VIA FRANCESCO CRISPI, 116",Salerno,84126,Campania,VIA FRANCESCO CRISPI 116,Salerno,84126,CAMPANIA,259330,05/02/2018,,Attiva,S.R.L.
202.,"ENDLESS S.R.L. SOCIETA' BENEFIT, SIGLABILE IN ENDLESS S.R.L. S.B.",IT02659760991,02659760991,GE0502334,02659760991,"PZA DELLA VITTORIA, 11/A/1 B",Genova,16121,Liguria,PIAZZA DELLA VITTORIA 11 A/1 B,Genova,16121,LIGURIA,749031,21/01/2020,,Attiva,S.R.L.
203.,MELOGRANO S.R.L.,IT04981790266,04981790266,TV0415781,04981790266,"VIA MALCANA, 16/F",Treviso,31059,Veneto,VIA MALCANA 16 F,Treviso,31059,VENETO,412000,18/12/2018,,Attiva,S.R.L.
204.,SM1 SRL,IT02460100445,02460100445,AP0275347,02460100445,"VIA DELLE ROSE, 5",Ascoli Piceno,63100,Marche,,,,,256200,26/07/2021,,Attiva,S.R.L.
205.,PARADIGMA S.P.A.,IT05974540873,05974540873,CT0453215,05974540873,"VLE AFRICA, 31",Catania,95129,Sicilia,VIALE AFRICA 31,Catania,95129,SICILIA,620200,27/12/2022,,Attiva,S.P.A.
206.,MB GROUP EXPERTISE SOLUTION S.R.L.,IT05885980655,05885980655,SA0481355,05885980655,VIA STABIA,Salerno,84018,Campania,,,,,204110,03/02/2020,,Attiva,S.R.L.
207.,BBI S.R.L.,IT04021951209,04021951209,BO0563329,04021951209,"STR MAGGIORE, 24",Bologna,40125,Emilia-Romagna,,,,,721909,16/03/2022,,Attiva,S.R.L.
208.,BETA S.R.L.,IT11503410968,11503410968,MI2607615,11503410968,"VLE BIANCA MARIA, 13",Milano,20129,Lombardia,VIALE BIANCA MARIA 13,Milano,20122,LOMBARDIA,620200,09/12/2020,,Attiva,S.R.L.
209.,MS2 SRL,IT03847671207,03847671207,BO0550943,03847671207,"VIA I MAGGIO, 6/G",Bologna,40057,Emilia-Romagna,,,,,289999,31/01/2020,,Attiva,S.R.L.
210.,SAPIENS ANALYTICS SRL,IT04634140273,04634140273,VE0435580,04634140273,"VIA DELLE INDUSTRIE, 13",Venezia,30175,Veneto,VIA DELLE INDUSTRIE 13,Venezia,30175,VENETO,620100,23/12/2020,,Attiva,S.R.L.
211.,DIADEMA FARMACEUTICI SRL,IT02389720505,02389720505,PI0203513,02389720505,"VIA GAETANO MALASOMA, 14/16",Pisa,56121,Toscana,VIA GAETANO MALASOMA 14/16,Pisa,56121,TOSCANA,721909,14/12/2020,,Attiva,S.R.L.
212.,NEGEDIA S.R.L.,IT09286881215,09286881215,NA1021374,09286881215,"VIA CAMPI FLEGREI, 34",Napoli,80078,Campania,,,,,721100,10/07/2019,,Attiva,S.R.L.
213.,OFFICINA INGENIUM S.R.L.,IT04615440270,04615440270,VE0433439,04615440270," GIUDECCA, 692/B",Venezia,30133,Veneto,ISOLA GIUDECCA 692 B,Venezia,30133,VENETO,721100,20/07/2020,,Attiva,S.R.L.
214.,URBANV SOCIETA' PER AZIONI,IT16790101006,16790101006,RM1675821,16790101006,VIA GENERALE FELICE SANTINI,Roma,00054,Lazio,VIA PIERPAOLO RACCHETTI 1,Roma,00054,LAZIO,522300,28/06/2022,,Attiva,S.P.A.
215.,CARLETTI SRL,IT02907130427,02907130427,AN0278239,02907130427,"VIA LANFRANCO CERESANI, 20",Ancona,60030,Marche,VIA CERESANI 20,Ancona,60030,MARCHE,162310,16/12/2021,,Attiva,S.R.L.
216.,A.I. SRL,IT02655590699,02655590699,CH0406896,02655590699,"VIA ERASMO PIAGGIO, SNC",Chieti,66100,Abruzzo,,,,,620100,14/03/2019,,Attiva,S.R.L.
217.,KAMA.SPORT S.R.L.,IT04387780168,04387780168,BG0459138,04387780168,"VIA LUIGI SUARDO, 18/C",Bergamo,24067,Lombardia,VIA LUIGI SUARDO 18/C,Bergamo,24067,LOMBARDIA,620100,13/06/2019,,Attiva,S.R.L.
218.,AILATI TECHNOLOGY S.R.L.,IT10662620961,10662620961,MI2548027,10662620961,"VIA PALERMO, 1",Milano,20121,Lombardia,VIA PALERMO 1,Milano,20121,LOMBARDIA,631200,04/02/2019,,Attiva (con procedure di insolvenza),S.R.L.
219.,DIGITAL STRATEGY INNOVATION SRL,IT04614110270,04614110270,VE0433273,04614110270,"VIA DELLE INDUSTRIE, 13",Venezia,30175,Veneto,VIA DELLE INDUSTRIE 13,Venezia,30175,VENETO,721909,08/07/2020,,Attiva,S.R.L.
220.,SEED DIGITAL S.R.L.,IT12614570963,12614570963,MI2672849,12614570963,"CSO VERCELLI, 9",Milano,20144,Lombardia,,,,,620100,17/10/2022,,Attiva,S.R.L.
221.,CLINICA VETERINARIA PREALPI SRL,IT03995170135,03995170135,CO0412379,03995170135,"VIA MONVISO, 2",Como,22070,Lombardia,,,,,620100,09/12/2021,,Attiva,S.R.L.
222.,BUILDING TOWERS S.R.L.,IT02087050767,02087050767,PZ0206296,02087050767," INDUSTRIALE TITO SCALO, SNC",Potenza,85050,Basilicata,,,,,721909,05/10/2020,,Attiva,S.R.L.
223.,ART4ART SRL SB,IT03827971205,03827971205,BO0549508,03827971205,"VIA ANTONIO MEUCCI, 24 I/2",Bologna,40024,Emilia-Romagna,,,,,799011,08/11/2019,,Attiva,S.R.L.
224.,SPM SPECIAL MACHINE SOCIETA' A RESPONSABILITA' LIMITATA,IT11025160968,11025160968,MI2573695,11025160968,"VIA PADANA SUPERIORE, 38",Milano,20065,Lombardia,VIA PADANA SUPERIORE 38,Milano,20065,LOMBARDIA,711210,24/10/2019,,Attiva,S.R.L.
225.,INGRIT SRL,IT05185350286,05185350286,PD0449744,05185350286,"PZA EUROPA, 36",Padova,35027,Veneto,PIAZZA EUROPA 36,Padova,35027,VENETO,108909,10/01/2019,,Attiva,S.R.L.
